allergyname,ingredientid,allergytype,foodgroup,foodorigin,manufacturerid,manufacturername,ingredientname,upc,rank,cerealtname,description,nutrientid,nutrientname,nutrientamount
,21,,,,1,"General Mills, Inc.",SALT,16000175815,4,Total Whole Grain,"GENERAL MILLS, TOTAL, CRUNCHY WHOLE GRAIN WHEAT FLAKES",11,iron,18.0
,21,,,,1,"General Mills, Inc.",SALT,16000175815,4,Total Whole Grain,"GENERAL MILLS, TOTAL, CRUNCHY WHOLE GRAIN WHEAT FLAKES",12,potassium,90.0
,21,,,,1,"General Mills, Inc.",SALT,16000175815,4,Total Whole Grain,"GENERAL MILLS, TOTAL, CRUNCHY WHOLE GRAIN WHEAT FLAKES",13,calories,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",1,fat,0.5
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",5,sodium,180.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",6,carbohydrates,23.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",7,fiber,3.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",8,sugars,4.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",9,protein,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",10,calcium,20.0
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",11,iron,8.1
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",12,potassium,89.9
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",13,calories,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000275652,3,Wheaties,"TOASTED 100% WHOLE WHEAT FLAKES, TOASTED",14,addedSugar,22.3
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,1,fat,1.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,5,sodium,220.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,6,carbohydrates,34.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,7,fiber,3.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,8,sugars,4.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,9,protein,3.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,10,calcium,130.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,11,iron,10.8
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,12,potassium,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,13,calories,160.0
,21,,,,1,"General Mills, Inc.",SALT,16000275676,4,Kix,PAW PATROL CRISPY CORN PUFFS,14,addedSugar,4.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",1,fat,1.5
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",5,sodium,130.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",6,carbohydrates,23.0
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",7,fiber,0.999
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",8,sugars,8.99
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",9,protein,0.999
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",10,calcium,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",11,iron,4.51
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",12,potassium,55.1
,21,,,,1,"General Mills, Inc.",SALT,16000275836,16,Count Chocula,"CHOCOLATEY CEREAL WITH MONSTER MARSHMALLOWS, CHOCOLATEY",13,calories,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,1,fat,0.499
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,5,sodium,220.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,6,carbohydrates,26.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,7,fiber,2.02
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,8,sugars,3.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,9,protein,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,10,calcium,100.0
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,11,iron,8.09
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,12,potassium,60.1
,21,,,,1,"General Mills, Inc.",SALT,16000487970,5,Corn Chex,OVEN TOASTED CORN CEREAL,13,calories,120.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,1,fat,0.5
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,5,sodium,220.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,6,carbohydrates,23.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,7,fiber,0.999
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,8,sugars,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,9,protein,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,10,calcium,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,11,iron,8.99
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,12,potassium,50.0
,21,,,,1,"General Mills, Inc.",SALT,16000431195,4,Rice Chex,RICE CHEX,13,calories,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,1,fat,1.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,5,sodium,300.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,6,carbohydrates,34.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,7,fiber,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,8,sugars,12.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,9,protein,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,10,calcium,130.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,11,iron,3.6
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,12,potassium,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,13,calories,160.0
,21,,,,1,"General Mills, Inc.",SALT,16000120259,8,Golden Grahams,CEREAL,14,addedSugar,12.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,1,fat,0.999
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,2,saturatedFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,3,transFat,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,4,cholesterol,0.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,5,sodium,170.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,6,carbohydrates,22.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,7,fiber,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,8,sugars,9.99
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,9,protein,2.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,10,calcium,99.9
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,11,iron,4.51
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,12,potassium,55.1
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,13,calories,110.0
,21,,,,1,"General Mills, Inc.",SALT,16000124998,8,Lucky Charms,FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS,14,addedSugar,52.5
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,1,fat,0.39
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,2,saturatedFat,0.06
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,3,transFat,0.0
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,4,cholesterol,0.0
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,5,sodium,218.0
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,6,carbohydrates,25.3
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,7,fiber,0.84
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,8,sugars,3.75
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,9,protein,2.55
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,10,calcium,4.5
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,11,iron,18.0
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,12,potassium,53.7
,21,,,,2,Kellogg Company US,SALT,38000019128,7,Product 19,KELLOGG PRODUCT 19 12OZ,13,calories,112.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",1,fat,0.502
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",2,saturatedFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",3,transFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",4,cholesterol,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",5,sodium,85.1
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",6,carbohydrates,34.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",7,fiber,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",8,sugars,21.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",9,protein,2.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",10,calcium,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",11,iron,0.502
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",12,potassium,69.9
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",13,calories,150.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912117625,4,Golden Crisp,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT",14,addedSugar,21.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",1,fat,1.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",2,saturatedFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",3,transFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",4,cholesterol,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",5,sodium,190.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",6,carbohydrates,35.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",7,fiber,1.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",8,sugars,13.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",9,protein,2.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",10,calcium,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",11,iron,2.7
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",12,potassium,60.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",13,calories,160.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912111715,6,Honey-comb,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY",14,addedSugar,12.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,1,fat,0.998
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,2,saturatedFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,3,transFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,4,cholesterol,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,5,sodium,280.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,6,carbohydrates,47.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,7,fiber,7.02
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,8,sugars,5.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,9,protein,5.97
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,10,calcium,19.7
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,11,iron,16.2
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,12,potassium,260.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,13,calories,200.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912004710,3,Grape-Nuts,THE ORIGINAL CEREAL,14,addedSugar,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",1,fat,3.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",2,saturatedFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",3,transFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",4,cholesterol,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",5,sodium,240.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",6,carbohydrates,34.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",7,fiber,1.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",8,sugars,17.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",9,protein,1.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",10,calcium,10.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",11,iron,6.32
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",12,potassium,50.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",13,calories,170.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912006202,7,Honey Graham Ohs,"HONEY CEREAL, HONEY",14,addedSugar,17.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",1,fat,1.5
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",2,saturatedFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",3,transFat,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",4,cholesterol,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",5,sodium,190.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",6,carbohydrates,31.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",7,fiber,0.252
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",8,sugars,12.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",9,protein,1.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",10,calcium,0.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",11,iron,1.8
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",12,potassium,20.2
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",13,calories,140.0
,21,,,,3,"Post Consumer Brands, LLC",SALT,884912279934,4,Fruity Pebbles,"SWEETENED RICE CEREAL, SWEETENED",14,addedSugar,12.0
,21,,,,4,Pepsico Inc.,SALT,30000320730,9,Quaker Oat Squares,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box,1,fat,2.73
,21,,,,4,Pepsico Inc.,SALT,30000320730,9,Quaker Oat Squares,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box,2,saturatedFat,0.493
,21,,,,4,Pepsico Inc.,SALT,30000320730,9,Quaker Oat Squares,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box,3,transFat,0.0
,21,,,,4,Pepsico Inc.,SALT,30000320730,9,Quaker Oat Squares,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box,4,cholesterol,0.0
,21,,,,4,Pepsico Inc.,SALT,30000320730,9,Quaker Oat Squares,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box,5,sodium,193.0
